Time [s],Forward Velocity [m/s],Angular Velocity [rad/s],Subject #,Range [m],Bearing [rad],x [m],y [m],Orientation [rad]
1288972343.667,0.165,-1.003,,,,,,
1288972343.668,,,,,,1.3741103,-4.9873684,2.92969633
1288972342.944,,,9.0,2.191,-0.163,,,
1288972343.157,,,9.0,2.206,-0.074,,,
1288972343.372,,,9.0,2.189,0.048,,,
1288972343.584,,,9.0,2.128,0.192,,,
1288972352.439,0.165,-1.003,,,,,,
1288972352.4399998,,,,,,0.1164203,-4.5727228,2.81989633
1288972342.944,,,9.0,2.191,-0.163,,,
1288972343.157,,,9.0,2.206,-0.074,,,
1288972343.372,,,9.0,2.189,0.048,,,
1288972343.584,,,9.0,2.128,0.192,,,
1288972355.348,,,7.0,2.457,-0.349,,,
1288972355.441,0.165,-1.003,,,,,,
1288972355.442,,,,,,-0.0203947,-4.2505597,1.05299633
1288972342.944,,,9.0,2.191,-0.163,,,
1288972343.157,,,9.0,2.206,-0.074,,,
1288972343.372,,,9.0,2.189,0.048,,,
1288972343.584,,,9.0,2.128,0.192,,,
1288972355.348,,,7.0,2.457,-0.349,,,
1288972355.567,,,7.0,2.517,-0.225,,,
1288972355.681,0.165,-1.003,,,,,,
1288972355.682,,,,,,-0.0043897,-4.2231755,0.91499633
1288972355.787,,,7.0,2.561,-0.107,,,
1288972355.801,0.165,-1.003,,,,,,
1288972355.802,,,,,,0.0057936,-4.2105779,0.84569633
1288972355.787,,,7.0,2.561,-0.107,,,
1288972356.007,,,7.0,2.549,-0.002,,,
1288972356.041,0.165,-1.003,,,,,,
1288972356.0419998,,,,,,0.0279477,-4.1871829,0.70139633
1288972355.787,,,7.0,2.561,-0.107,,,
1288972356.007,,,7.0,2.549,-0.002,,,
1288972356.447,,,7.0,2.394,0.307,,,
1288972356.525,0.165,-1.003,,,,,,
1288972356.526,,,,,,0.0797527,-4.1532845,0.42049633
1288972355.787,,,7.0,2.561,-0.107,,,
1288972356.007,,,7.0,2.549,-0.002,,,
1288972356.447,,,7.0,2.394,0.307,,,
1288972357.552,,,6.0,1.966,-0.538,,,
1288972357.605,0.165,-1.003,,,,,,
1288972357.606,,,,,,0.2228817,-4.1350637,-0.24070367
1288972355.787,,,7.0,2.561,-0.107,,,
1288972356.007,,,7.0,2.549,-0.002,,,
1288972356.447,,,7.0,2.394,0.307,,,
1288972357.552,,,6.0,1.966,-0.538,,,
1288972357.773,,,6.0,2.039,-0.43,,,
1288972357.845,0.165,-1.003,,,,,,
1288972357.846,,,,,,0.2521277,-4.1436486,-0.37500367
1288972355.787,,,7.0,2.561,-0.107,,,
1288972356.007,,,7.0,2.549,-0.002,,,
1288972356.447,,,7.0,2.394,0.307,,,
1288972357.552,,,6.0,1.966,-0.538,,,
1288972357.773,,,6.0,2.039,-0.43,,,
1288972357.992,,,6.0,2.12,-0.31,,,
1288972358.085,0.165,-1.003,,,,,,
1288972358.086,,,,,,0.2810895,-4.1561152,-0.51960367
1288972355.787,,,7.0,2.561,-0.107,,,
1288972356.007,,,7.0,2.549,-0.002,,,
1288972356.447,,,7.0,2.394,0.307,,,
1288972357.552,,,6.0,1.966,-0.538,,,
1288972357.773,,,6.0,2.039,-0.43,,,
1288972357.992,,,6.0,2.12,-0.31,,,
1288972366.495,0.165,0.902,,,,,,
1288972366.4959998,,,,,,1.3148119,-4.8973789,-0.62970367
1288972355.787,,,7.0,2.561,-0.107,,,
1288972356.007,,,7.0,2.549,-0.002,,,
1288972356.447,,,7.0,2.394,0.307,,,
1288972357.552,,,6.0,1.966,-0.538,,,
1288972357.773,,,6.0,2.039,-0.43,,,
1288972357.992,,,6.0,2.12,-0.31,,,
1288972369.359,,,7.0,2.248,0.47,,,
1288972369.379,0.165,0.902,,,,,,
1288972369.3799999,,,,,,1.650488,-4.8423424,1.04529633
1288972355.787,,,7.0,2.561,-0.107,,,
1288972356.007,,,7.0,2.549,-0.002,,,
1288972356.447,,,7.0,2.394,0.307,,,
1288972357.552,,,6.0,1.966,-0.538,,,
1288972357.773,,,6.0,2.039,-0.43,,,
1288972357.992,,,6.0,2.12,-0.31,,,
1288972369.359,,,7.0,2.248,0.47,,,
1288972369.572,,,7.0,2.316,0.357,,,
1288972369.619,0.165,0.902,,,,,,
1288972369.62,,,,,,1.6656807,-4.8127229,1.18399633
1288972355.787,,,7.0,2.561,-0.107,,,
1288972356.007,,,7.0,2.549,-0.002,,,
1288972356.447,,,7.0,2.394,0.307,,,
1288972357.552,,,6.0,1.966,-0.538,,,
1288972357.773,,,6.0,2.039,-0.43,,,
1288972357.992,,,6.0,2.12,-0.31,,,
1288972369.359,,,7.0,2.248,0.47,,,
1288972369.572,,,7.0,2.316,0.357,,,
1288972369.785,,,7.0,2.356,0.245,,,
1288972369.859,0.165,0.902,,,,,,
1288972369.86,,,,,,1.6781744,-4.7831828,1.32569633
1288972355.787,,,7.0,2.561,-0.107,,,
1288972356.007,,,7.0,2.549,-0.002,,,
1288972356.447,,,7.0,2.394,0.307,,,
1288972357.552,,,6.0,1.966,-0.538,,,
1288972357.773,,,6.0,2.039,-0.43,,,
1288972357.992,,,6.0,2.12,-0.31,,,
1288972369.359,,,7.0,2.248,0.47,,,
1288972369.572,,,7.0,2.316,0.357,,,
1288972369.785,,,7.0,2.356,0.245,,,
1288972369.997,,,7.0,2.387,0.126,,,
1288972370.099,0.165,0.902,,,,,,
1288972370.1,,,,,,1.6838694,-4.7512286,1.46929633
1288972370.208,,,7.0,2.375,0.011,,,
1288972370.219,0.165,0.902,,,,,,
1288972370.22,,,,,,1.684982,-4.735675,1.53489633
1288972370.208,,,7.0,2.375,0.011,,,
1288972370.63,,,7.0,2.248,-0.224,,,
1288972370.703,0.165,0.902,,,,,,
1288972370.704,,,,,,1.6799648,-4.6714252,1.81249633
1288972370.208,,,7.0,2.375,0.011,,,
1288972370.63,,,7.0,2.248,-0.224,,,
1288972372.263,0.165,0.902,,,,,,
1288972372.264,,,,,,1.6003824,-4.451007,1.92449633
1288972370.208,,,7.0,2.375,0.011,,,
1288972370.63,,,7.0,2.248,-0.224,,,
1288972374.055,,,9.0,2.055,0.534,,,
1288972374.067,0.165,0.902,,,,,,
1288972374.0679998,,,,,,1.4293242,-4.2940509,2.96009633
1288972370.208,,,7.0,2.375,0.011,,,
1288972370.63,,,7.0,2.248,-0.224,,,
1288972374.055,,,9.0,2.055,0.534,,,
1288972374.686,,,9.0,2.241,0.194,,,
1288972374.785,0.165,0.902,,,,,,
1288972374.786,,,,,,1.3347067,-4.2939439,-2.90288898
1288972374.899,,,9.0,2.24,0.084,,,
1288972374.907,0.165,0.902,,,,,,
1288972374.908,,,,,,1.3180641,-4.2983663,-2.82388898
1288972374.899,,,9.0,2.24,0.084,,,
1288972375.111,,,9.0,2.219,-0.029,,,
1288972375.147,0.165,0.902,,,,,,
1288972375.148,,,,,,1.2878691,-4.3081039,-2.68468898
1288972374.899,,,9.0,2.24,0.084,,,
1288972375.111,,,9.0,2.219,-0.029,,,
1288972375.324,,,9.0,2.16,-0.15,,,
1288972375.387,0.165,0.902,,,,,,
1288972375.388,,,,,,1.2610058,-4.3247689,-2.55318898
1288972374.899,,,9.0,2.24,0.084,,,
1288972375.111,,,9.0,2.219,-0.029,,,
1288972375.324,,,9.0,2.16,-0.15,,,
1288972379.233,0.165,-1.003,,,,,,
1288972379.234,,,,,,0.8117935,-4.6900123,-2.45398898
1288972379.334,,,9.0,1.469,-0.435,,,
1288972379.351,0.165,-1.003,,,,,,
1288972379.352,,,,,,0.7972071,-4.7022936,-2.48608898
1288972379.334,,,9.0,1.469,-0.435,,,
1288972379.546,,,9.0,1.51,-0.29,,,
1288972379.591,0.165,-1.003,,,,,,
1288972379.592,,,,,,0.7722343,-4.7198923,-2.63198898
1288972379.334,,,9.0,1.469,-0.435,,,
1288972379.546,,,9.0,1.51,-0.29,,,
1288972379.759,,,9.0,1.529,-0.175,,,
1288972379.833,0.165,-1.003,,,,,,
1288972379.8339999,,,,,,0.7441995,-4.7337427,-2.77958898
1288972379.334,,,9.0,1.469,-0.435,,,
1288972379.546,,,9.0,1.51,-0.29,,,
1288972379.759,,,9.0,1.529,-0.175,,,
1288972379.972,,,9.0,1.531,-0.066,,,
1288972380.071,0.165,-1.003,,,,,,
1288972380.072,,,,,,0.7143649,-4.7449337,-2.93568898
1288972380.184,,,9.0,1.515,0.056,,,
1288972380.195,0.165,-1.003,,,,,,
1288972380.1959999,,,,,,0.6986017,-4.7487828,-3.01128898
1288972380.184,,,9.0,1.515,0.056,,,
1288972380.396,,,9.0,1.462,0.186,,,
1288972380.433,0.165,-1.003,,,,,,
1288972380.434,,,,,,0.6662705,-4.7519319,3.13269633
1288972380.184,,,9.0,1.515,0.056,,,
1288972380.396,,,9.0,1.462,0.186,,,
1288972380.607,,,9.0,1.406,0.303,,,
1288972380.671,0.165,-1.003,,,,,,
1288972380.672,,,,,,0.6352227,-4.7490056,3.00159633
1288972380.184,,,9.0,1.515,0.056,,,
1288972380.396,,,9.0,1.462,0.186,,,
1288972380.607,,,9.0,1.406,0.303,,,
1288972383.352,,,7.0,2.275,-0.44,,,
1288972383.437,0.165,-1.003,,,,,,
1288972383.438,,,,,,0.437194,-4.4830779,1.36229633
1288972380.184,,,9.0,1.515,0.056,,,
1288972380.396,,,9.0,1.462,0.186,,,
1288972380.607,,,9.0,1.406,0.303,,,
1288972383.352,,,7.0,2.275,-0.44,,,
1288972383.564,,,7.0,2.349,-0.323,,,
1288972383.675,0.165,-1.003,,,,,,
1288972383.6759999,,,,,,0.4439388,-4.4546496,1.23229633
1288972383.778,,,7.0,2.405,-0.201,,,
1288972383.795,0.165,-1.003,,,,,,
1288972383.796,,,,,,0.4493022,-4.4395867,1.15489633
1288972383.778,,,7.0,2.405,-0.201,,,
1288972383.991,,,7.0,2.425,-0.085,,,
1288972384.038,0.165,-1.003,,,,,,
1288972384.039,,,,,,0.4645841,-4.4093964,1.01439633
1288972383.778,,,7.0,2.405,-0.201,,,
1288972383.991,,,7.0,2.425,-0.085,,,
1288972384.204,,,7.0,2.414,0.032,,,
1288972384.279,0.165,-1.003,,,,,,
1288972384.28,,,,,,0.4854441,-4.3808971,0.85979633
1288972383.778,,,7.0,2.405,-0.201,,,
1288972383.991,,,7.0,2.425,-0.085,,,
1288972384.204,,,7.0,2.414,0.032,,,
1288972384.418,,,7.0,2.37,0.152,,,
1288972384.519,0.165,-1.003,,,,,,
1288972384.52,,,,,,0.5069337,-4.3562553,0.71059633
1288972384.633,,,7.0,2.283,0.267,,,
1288972400.859,0.165,-1.003,,,,,,
1288972400.86,,,,,,2.5269923,-2.9375279,0.62429633
1288972400.951,,,12.0,3.508,0.421,,,
1288972400.979,0.165,-1.003,,,,,,
1288972400.98,,,,,,2.5416006,-2.9272141,0.58819633
1288972400.951,,,12.0,3.508,0.421,,,
1288972401.164,,,1.0,1.157,-0.273,,,
1288972401.219,0.165,-1.003,,,,,,
1288972401.22,,,,,,2.5696402,-2.9116286,0.44629633
1288972400.951,,,12.0,3.508,0.421,,,
1288972401.164,,,1.0,1.157,-0.273,,,
1288972401.378,,,11.0,1.989,-0.093,,,
1288972401.459,0.165,-1.003,,,,,,
1288972401.46,,,,,,2.5977597,-2.9006039,0.30559633
1288972400.951,,,12.0,3.508,0.421,,,
1288972401.164,,,1.0,1.157,-0.273,,,
1288972401.378,,,11.0,1.989,-0.093,,,
1288972402.658,0.165,-1.003,,,,,,
1288972402.659,,,,,,2.7734278,-2.8636286,0.19439633
1288972402.709,,,11.0,1.789,0.082,,,
1288972402.779,0.165,-1.003,,,,,,
1288972402.78,,,,,,2.7897434,-2.8603705,0.16619633
1288972402.709,,,11.0,1.789,0.082,,,
1288972402.925,,,11.0,1.738,0.167,,,
1288972403.018,0.165,-1.003,,,,,,
1288972403.0189998,,,,,,2.8218405,-2.857006,0.01379633
1288972402.709,,,11.0,1.789,0.082,,,
1288972402.925,,,11.0,1.738,0.167,,,
1288972403.142,,,11.0,1.672,0.294,,,
1288972404.223,0.165,0.902,,,,,,
1288972404.224,,,,,,2.9952875,-2.8836175,-0.15430367
1288972402.709,,,11.0,1.789,0.082,,,
1288972402.925,,,11.0,1.738,0.167,,,
1288972403.142,,,11.0,1.672,0.294,,,
1288972404.473,,,11.0,1.45,0.393,,,
1288972404.583,0.165,0.902,,,,,,
1288972404.5839999,,,,,,3.0456671,-2.8887259,0.01389633
1288972404.687,,,11.0,1.479,0.293,,,
1288972404.703,0.165,0.902,,,,,,
1288972404.704,,,,,,3.0614921,-2.888817,0.08789633
1288972404.687,,,11.0,1.479,0.293,,,
1288972404.903,,,11.0,1.491,0.182,,,
1288972404.945,0.165,0.902,,,,,,
1288972404.9459999,,,,,,3.094341,-2.8848091,0.23669633
1288972404.687,,,11.0,1.479,0.293,,,
1288972404.903,,,11.0,1.491,0.182,,,
1288972405.116,,,11.0,1.468,0.055,,,
1288972405.183,0.165,0.902,,,,,,
1288972405.184,,,,,,3.1251188,-2.8750937,0.37149633
1288972404.687,,,11.0,1.479,0.293,,,
1288972404.903,,,11.0,1.491,0.182,,,
1288972405.116,,,11.0,1.468,0.055,,,
1288972405.329,,,11.0,1.44,-0.056,,,
1288972405.423,0.165,0.902,,,,,,
1288972405.424,,,,,,3.150579,-2.8636329,0.50379633
1288972405.541,,,11.0,1.389,-0.175,,,
1288972405.545,0.165,0.902,,,,,,
1288972405.546,,,,,,3.1685764,-2.8542755,0.58299633
1288972405.541,,,11.0,1.389,-0.175,,,
1288972405.754,,,11.0,1.28,-0.361,,,
1288972405.783,0.165,0.902,,,,,,
1288972405.784,,,,,,3.1930082,-2.837137,0.70819633
1288972405.541,,,11.0,1.389,-0.175,,,
1288972405.754,,,11.0,1.28,-0.361,,,
1288972405.965,,,11.0,1.189,-0.489,,,
1288972406.023,0.165,0.902,,,,,,
1288972406.024,,,,,,3.2159749,-2.8137377,0.83899633
1288972405.541,,,11.0,1.389,-0.175,,,
1288972405.754,,,11.0,1.28,-0.361,,,
1288972405.965,,,11.0,1.189,-0.489,,,
1288972411.07,0.165,0.902,,,,,,
1288972411.0709999,,,,,,3.1587983,-2.1049431,1.85149633
1288972405.541,,,11.0,1.389,-0.175,,,
1288972405.754,,,11.0,1.28,-0.361,,,
1288972405.965,,,11.0,1.189,-0.489,,,
1288972413.866,,,7.0,1.27,0.159,,,
1288972413.953,0.165,0.902,,,,,,
1288972413.954,,,,,,2.8633762,-1.9288353,-2.82988898
1288972405.541,,,11.0,1.389,-0.175,,,
1288972405.754,,,11.0,1.28,-0.361,,,
1288972405.965,,,11.0,1.189,-0.489,,,
1288972413.866,,,7.0,1.27,0.159,,,
1288972414.076,,,9.0,4.693,0.311,,,
1288972414.195,0.165,0.902,,,,,,
1288972414.1959999,,,,,,2.8345201,-1.9399813,-2.67748898
1288972414.288,,,9.0,4.772,0.198,,,
1288972414.315,0.165,0.902,,,,,,
1288972414.316,,,,,,2.8184447,-1.9473436,-2.60798898
1288972414.288,,,9.0,4.772,0.198,,,
1288972414.499,,,9.0,4.772,0.08,,,
1288972414.553,0.165,0.902,,,,,,
1288972414.554,,,,,,2.79205,-1.9649067,-2.46528898
1288972414.288,,,9.0,4.772,0.198,,,
1288972414.499,,,9.0,4.772,0.08,,,
1288972414.713,,,9.0,4.772,-0.036,,,
1288972414.795,0.165,0.902,,,,,,
1288972414.796,,,,,,2.7678237,-1.9862563,-2.31768898
1288972414.288,,,9.0,4.772,0.198,,,
1288972414.499,,,9.0,4.772,0.08,,,
1288972414.713,,,9.0,4.772,-0.036,,,
1288972414.926,,,9.0,4.693,-0.158,,,
1288972415.035,0.165,0.902,,,,,,
1288972415.036,,,,,,2.7473047,-2.0119498,-2.18278898
1288972415.138,,,9.0,4.542,-0.279,,,
1288972415.153,0.165,0.902,,,,,,
1288972415.154,,,,,,2.7373644,-2.0247017,-2.11118898
1288972415.138,,,9.0,4.542,-0.279,,,
1288972417.919,0.165,-1.003,,,,,,
1288972417.9199998,,,,,,2.6981453,-2.4204876,-1.59178898
1288972417.955,,,6.0,3.235,-0.255,,,
1288972418.039,0.165,-1.003,,,,,,
1288972418.04,,,,,,2.6978785,-2.4372867,-1.62738898
1288972417.955,,,6.0,3.235,-0.255,,,
1288972418.167,,,6.0,3.268,-0.131,,,
1288972418.279,0.165,-1.003,,,,,,
1288972418.28,,,,,,2.6950864,-2.4734939,-1.80198898
1288972417.955,,,6.0,3.235,-0.255,,,
1288972418.167,,,6.0,3.268,-0.131,,,
1288972418.404,,,6.0,3.287,-0.015,,,
1288972418.519,0.165,-1.003,,,,,,
1288972418.52,,,,,,2.6846443,-2.5013275,-1.92718898
1288972418.614,,,6.0,3.25,0.109,,,
1288972418.639,0.165,-1.003,,,,,,
1288972418.6399999,,,,,,2.6782491,-2.5171353,-1.99418898
1288972418.614,,,6.0,3.25,0.109,,,
1288972418.828,,,6.0,3.178,0.233,,,
1288972418.878,0.165,-1.003,,,,,,
1288972418.879,,,,,,2.6638471,-2.5437816,-2.13218898
1288972418.614,,,6.0,3.25,0.109,,,
1288972418.828,,,6.0,3.178,0.233,,,
1288972419.252,,,1.0,1.432,0.16,,,
1288972419.358,0.165,-1.003,,,,,,
1288972419.359,,,,,,2.625199,-2.5930793,-2.41928898
1288972419.464,,,9.0,4.228,-0.016,,,
1288972419.478,0.165,-1.003,,,,,,
1288972419.4789999,,,,,,2.6140665,-2.601637,-2.48388898
1288972419.464,,,9.0,4.228,-0.016,,,
1288972424.649,0.165,-1.003,,,,,,
1288972424.6499999,,,,,,1.9459088,-3.0058292,-2.58238898
1288972424.747,,,1.0,1.028,0.017,,,
1288972424.767,0.165,-1.003,,,,,,
1288972424.768,,,,,,1.9337694,-3.0183736,-2.64358898
1288972424.747,,,1.0,1.028,0.017,,,
1288972424.961,,,9.0,3.302,0.285,,,
1288972425.005,0.165,-1.003,,,,,,
1288972425.006,,,,,,1.9017374,-3.0310753,-2.77798898
1288972424.747,,,1.0,1.028,0.017,,,
1288972424.961,,,9.0,3.302,0.285,,,
1288972427.291,0.165,0.902,,,,,,
1288972427.2919998,,,,,,1.5715876,-3.1176197,-2.89448898
1288972427.396,,,9.0,2.863,0.426,,,
1288972427.411,0.165,0.902,,,,,,
1288972427.412,,,,,,1.5556444,-3.122412,-2.86708898
1288972427.396,,,9.0,2.863,0.426,,,
1288972427.612,,,9.0,2.941,0.313,,,
1288972427.653,0.165,0.902,,,,,,
1288972427.654,,,,,,1.5267008,-3.131595,-2.71188898
1288972427.396,,,9.0,2.863,0.426,,,
1288972427.612,,,9.0,2.941,0.313,,,
1288972427.828,,,9.0,2.992,0.204,,,
1288972427.891,0.165,0.902,,,,,,
1288972427.892,,,,,,1.4950047,-3.1429911,-2.51918898
1288972427.396,,,9.0,2.863,0.426,,,
1288972427.612,,,9.0,2.941,0.313,,,
1288972427.828,,,9.0,2.992,0.204,,,
1288972428.041,,,9.0,3.002,0.088,,,
1288972428.131,0.165,0.902,,,,,,
1288972428.132,,,,,,1.4690179,-3.1619357,-2.37588898
1288972427.396,,,9.0,2.863,0.426,,,
1288972427.612,,,9.0,2.941,0.313,,,
1288972427.828,,,9.0,2.992,0.204,,,
1288972428.041,,,9.0,3.002,0.088,,,
1288972428.254,,,9.0,2.992,-0.032,,,
1288972428.37,0.165,0.902,,,,,,
1288972428.3709998,,,,,,1.4456575,-3.1850267,-2.23798898
1288972427.396,,,9.0,2.863,0.426,,,
1288972427.612,,,9.0,2.941,0.313,,,
1288972427.828,,,9.0,2.992,0.204,,,
1288972428.041,,,9.0,3.002,0.088,,,
1288972428.254,,,9.0,2.992,-0.032,,,
1288972428.493,,,9.0,2.867,-0.213,,,
1288972442.005,0.165,0.902,,,,,,
1288972442.006,,,,,,1.0090264,-3.9021429,-2.12338898
1288972442.052,,,9.0,1.96,-0.421,,,
1288972442.141,0.165,0.902,,,,,,
1288972442.142,,,,,,1.0064249,-3.9056325,-2.08438898
1288972442.052,,,9.0,1.96,-0.421,,,
1288972442.274,,,9.0,1.896,-0.488,,,
1288972442.381,0.165,0.902,,,,,,
1288972442.382,,,,,,0.9938454,-3.931977,-1.94058898
1288972442.052,,,9.0,1.96,-0.421,,,
1288972442.274,,,9.0,1.896,-0.488,,,
1288972447.578,0.165,0.902,,,,,,
1288972447.579,,,,,,0.987751,-4.1259259,-1.48070367
1288972447.677,,,6.0,1.633,0.434,,,
1288972447.698,0.165,0.902,,,,,,
1288972447.699,,,,,,0.9881139,-4.1295038,-1.46180367
1288972447.677,,,6.0,1.633,0.434,,,
1288972448.103,,,6.0,1.701,0.197,,,
1288972448.178,0.165,0.902,,,,,,
1288972448.179,,,,,,0.9999073,-4.1879692,-1.15300367
1288972447.677,,,6.0,1.633,0.434,,,
1288972448.103,,,6.0,1.701,0.197,,,
1288972448.316,,,6.0,1.696,0.085,,,
1288972448.418,0.165,0.902,,,,,,
1288972448.419,,,,,,1.0137249,-4.2171684,-1.01340367
1288972447.677,,,6.0,1.633,0.434,,,
1288972448.103,,,6.0,1.701,0.197,,,
1288972448.316,,,6.0,1.696,0.085,,,
1288972448.557,,,6.0,1.668,-0.03,,,
1288972448.661,0.165,0.902,,,,,,
1288972448.662,,,,,,1.0331483,-4.2437412,-0.88350367
1288972448.772,,,6.0,1.618,-0.15,,,
1288972448.782,0.165,0.902,,,,,,
1288972448.783,,,,,,1.0441477,-4.2548354,-0.82390367
1288972448.772,,,6.0,1.618,-0.15,,,
1288972451.365,,,11.0,3.665,-0.137,,,
1288972451.422,0.165,0.902,,,,,,
1288972451.4229999,,,,,,1.3591914,-4.2793809,0.74599633
1288972448.772,,,6.0,1.618,-0.15,,,
1288972451.365,,,11.0,3.665,-0.137,,,
1288972451.58,,,7.0,1.725,0.488,,,
1288972451.665,0.165,0.902,,,,,,
1288972451.666,,,,,,1.3824708,-4.2549571,0.89789633
1288972448.772,,,6.0,1.618,-0.15,,,
1288972451.365,,,11.0,3.665,-0.137,,,
1288972451.58,,,7.0,1.725,0.488,,,
1288972451.796,,,7.0,1.788,0.374,,,
1288972451.906,0.165,0.902,,,,,,
1288972451.9069998,,,,,,1.4005374,-4.2299535,1.02179633
1288972448.772,,,6.0,1.618,-0.15,,,
1288972451.365,,,11.0,3.665,-0.137,,,
1288972451.58,,,7.0,1.725,0.488,,,
1288972451.796,,,7.0,1.788,0.374,,,
1288972453.946,0.165,-1.003,,,,,,
1288972453.947,,,,,,1.5167203,-3.9463923,1.18549633
1288972453.992,,,5.0,2.679,-0.193,,,
1288972453.992,,,7.0,1.56,0.19,,,
1288972454.065,0.165,-1.003,,,,,,
1288972454.066,,,,,,1.5245497,-3.9279645,1.14829633
1288972453.992,,,5.0,2.679,-0.193,,,
1288972453.992,,,7.0,1.56,0.19,,,
1288972457.43,0.165,-1.003,,,,,,
1288972457.431,,,,,,1.8518946,-3.5511534,0.82929633
1288972457.521,,,5.0,1.66,0.245,,,
1288972457.55,0.165,-1.003,,,,,,
1288972457.5509999,,,,,,1.8636257,-3.5395793,0.79639633
1288972457.521,,,5.0,1.66,0.245,,,
1288972457.737,,,11.0,2.729,-0.304,,,
1288972457.79,0.165,-1.003,,,,,,
1288972457.791,,,,,,1.8881213,-3.5172643,0.65069633
1288972457.521,,,5.0,1.66,0.245,,,
1288972457.737,,,11.0,2.729,-0.304,,,
1288972457.952,,,11.0,2.769,-0.187,,,
1288972458.03,0.165,-1.003,,,,,,
1288972458.031,,,,,,1.9132846,-3.5023924,0.52209633
1288972457.521,,,5.0,1.66,0.245,,,
1288972457.737,,,11.0,2.729,-0.304,,,
1288972457.952,,,11.0,2.769,-0.187,,,
1288972458.166,,,11.0,2.808,-0.067,,,
1288972458.273,0.165,-1.003,,,,,,
1288972458.274,,,,,,1.9413475,-3.4870248,0.37499633
1288972458.38,,,11.0,2.771,0.113,,,
1288972458.39,0.165,-1.003,,,,,,
1288972458.391,,,,,,1.9564277,-3.4828607,0.30979633
1288972458.38,,,11.0,2.771,0.113,,,
1288972458.618,,,11.0,2.71,0.23,,,
1288972458.634,0.165,-1.003,,,,,,
1288972458.635,,,,,,1.9866994,-3.4737847,0.16339633
1288972458.38,,,11.0,2.771,0.113,,,
1288972458.618,,,11.0,2.71,0.23,,,
1288972458.833,,,11.0,2.584,0.352,,,
1288972458.873,0.165,-1.003,,,,,,
1288972458.8739998,,,,,,2.0181537,-3.4717564,0.02759633
1288972458.38,,,11.0,2.771,0.113,,,
1288972458.618,,,11.0,2.71,0.23,,,
1288972458.833,,,11.0,2.584,0.352,,,
1288972459.048,,,11.0,2.448,0.474,,,
1288972459.114,0.165,-1.003,,,,,,
1288972459.115,,,,,,2.0497929,-3.4708702,-0.12570367
1288972458.38,,,11.0,2.771,0.113,,,
1288972458.618,,,11.0,2.71,0.23,,,
1288972458.833,,,11.0,2.584,0.352,,,
1288972459.048,,,11.0,2.448,0.474,,,
1288972461.034,0.165,0.902,,,,,,
1288972461.0349998,,,,,,2.3299715,-3.538386,-0.21870367
1288972461.046,,,8.0,2.427,-0.4,,,
1288972461.154,0.165,0.902,,,,,,
1288972461.155,,,,,,2.3475782,-3.5422185,-0.18340367
1288972461.26,,,8.0,2.301,-0.471,,,
1288972461.274,0.165,0.902,,,,,,
1288972461.2749999,,,,,,2.3632898,-3.5450865,-0.11570367
1288972461.26,,,8.0,2.301,-0.471,,,
1288972462.121,,,11.0,2.314,0.162,,,
1288972462.238,0.165,0.902,,,,,,
1288972462.2389998,,,,,,2.4902203,-3.5276083,0.44949633
1288972462.336,,,11.0,2.319,0.032,,,
1288972462.358,0.165,0.902,,,,,,
1288972462.359,,,,,,2.5038172,-3.5217512,0.51669633
1288972462.336,,,11.0,2.319,0.032,,,
1288972462.552,,,11.0,2.283,-0.073,,,
1288972462.598,0.165,0.902,,,,,,
1288972462.599,,,,,,2.5310058,-3.5039042,0.66359633
1288972462.336,,,11.0,2.319,0.032,,,
1288972462.552,,,11.0,2.283,-0.073,,,
1288972468.969,0.165,0.902,,,,,,
1288972468.97,,,,,,3.1378643,-2.760499,0.87279633
1288972462.336,,,11.0,2.319,0.032,,,
1288972462.552,,,11.0,2.283,-0.073,,,
1288972470.526,0.165,0.902,,,,,,
1288972470.527,,,,,,3.2110774,-2.5557291,1.37519633
1288972470.561,,,2.0,3.863,-0.024,,,
1288972470.561,,,13.0,2.852,0.214,,,
1288972470.646,0.165,0.902,,,,,,
1288972470.6469998,,,,,,3.214508,-2.5395779,1.40749633
1288972470.561,,,2.0,3.863,-0.024,,,
1288972470.561,,,13.0,2.852,0.214,,,
1288972479.059,0.165,-1.003,,,,,,
1288972479.06,,,,,,2.5907058,-1.4790095,2.15189633
1288972479.081,,,14.0,2.686,0.3,,,
1288972479.177,0.165,-1.003,,,,,,
1288972479.178,,,,,,2.579813,-1.4636258,2.11349633
1288972479.081,,,14.0,2.686,0.3,,,
1288972480.142,,,13.0,1.64,-0.351,,,
1288972480.26,0.165,-1.003,,,,,,
1288972480.261,,,,,,2.5514098,-1.3240987,1.52889633
1288972480.355,,,13.0,1.674,-0.231,,,
1288972480.377,0.165,-1.003,,,,,,
1288972480.378,,,,,,2.5519259,-1.3101489,1.45439633
1288972480.355,,,13.0,1.674,-0.231,,,
1288972482.545,0.165,-1.003,,,,,,
1288972482.546,,,,,,2.6394306,-0.9958891,1.34519633
1288972482.573,,,20.0,4.269,-0.153,,,
1288972482.665,0.165,-1.003,,,,,,
1288972482.666,,,,,,2.6444615,-0.9800067,1.32029633
1288972482.573,,,20.0,4.269,-0.153,,,
1288972482.787,,,13.0,1.342,-0.025,,,
1288972482.904,0.165,-1.003,,,,,,
1288972482.905,,,,,,2.6551899,-0.9498979,1.16469633
1288972483.003,,,13.0,1.323,0.126,,,
1288972483.025,0.165,-1.003,,,,,,
