Time [s],Forward Velocity [m/s],Angular Velocity [rad/s],Subject #,Range [m],Bearing [rad],x [m],y [m],Orientation [rad]
1288972434.615,,,9.0,1.968,-0.421,,,
1288972434.837,,,9.0,1.975,-0.418,,,
1288972434.857,0.0,0.0,,,,,,
1288972434.858,,,,,,1.0090087,-3.902108,-2.12318898
1288972434.615,,,9.0,1.968,-0.421,,,
1288972434.837,,,9.0,1.975,-0.418,,,
1288972435.058,,,9.0,1.959,-0.421,,,
1288972435.099,0.0,0.0,,,,,,
1288972435.1,,,,,,1.0090824,-3.9021333,-2.12328898
1288972434.615,,,9.0,1.968,-0.421,,,
1288972434.837,,,9.0,1.975,-0.418,,,
1288972435.058,,,9.0,1.959,-0.421,,,
1288972435.28,,,9.0,1.964,-0.421,,,
1288972435.339,0.0,0.0,,,,,,
1288972435.34,,,,,,1.0090361,-3.9021694,-2.12328898
1288972434.615,,,9.0,1.968,-0.421,,,
1288972434.837,,,9.0,1.975,-0.418,,,
1288972435.058,,,9.0,1.959,-0.421,,,
1288972435.28,,,9.0,1.964,-0.421,,,
1288972435.501,,,9.0,1.959,-0.421,,,
1288972435.579,0.0,0.0,,,,,,
1288972435.58,,,,,,1.009093,-3.9021387,-2.12328898
1288972434.615,,,9.0,1.968,-0.421,,,
1288972434.837,,,9.0,1.975,-0.418,,,
1288972435.058,,,9.0,1.959,-0.421,,,
1288972435.28,,,9.0,1.964,-0.421,,,
1288972435.501,,,9.0,1.959,-0.421,,,
1288972435.724,,,9.0,1.963,-0.421,,,
1288972435.818,0.0,0.0,,,,,,
1288972435.819,,,,,,1.0089662,-3.9020936,-2.12318898
1288972434.615,,,9.0,1.968,-0.421,,,
1288972434.837,,,9.0,1.975,-0.418,,,
1288972435.058,,,9.0,1.959,-0.421,,,
1288972435.28,,,9.0,1.964,-0.421,,,
1288972435.501,,,9.0,1.959,-0.421,,,
1288972435.724,,,9.0,1.963,-0.421,,,
1288972435.946,,,9.0,1.96,-0.421,,,
1288972436.061,0.0,0.0,,,,,,
1288972436.062,,,,,,1.0090611,-3.9021808,-2.12328898
1288972436.168,,,9.0,1.961,-0.421,,,
1288972436.178,0.0,0.0,,,,,,
1288972436.179,,,,,,1.0090535,-3.9020948,-2.12318898
1288972436.168,,,9.0,1.961,-0.421,,,
1288972436.391,,,9.0,1.96,-0.421,,,
1288972436.418,0.0,0.0,,,,,,
1288972436.419,,,,,,1.0089949,-3.9021458,-2.12328898
1288972436.168,,,9.0,1.961,-0.421,,,
1288972436.391,,,9.0,1.96,-0.421,,,
1288972436.613,,,9.0,1.961,-0.421,,,
1288972436.661,0.0,0.0,,,,,,
1288972436.662,,,,,,1.0090314,-3.9021691,-2.12338898
1288972436.168,,,9.0,1.961,-0.421,,,
1288972436.391,,,9.0,1.96,-0.421,,,
1288972436.613,,,9.0,1.961,-0.421,,,
1288972436.835,,,9.0,1.962,-0.421,,,
1288972436.902,0.0,0.0,,,,,,
1288972436.9029999,,,,,,1.0090213,-3.9021368,-2.12328898
1288972436.168,,,9.0,1.961,-0.421,,,
1288972436.391,,,9.0,1.96,-0.421,,,
1288972436.613,,,9.0,1.961,-0.421,,,
1288972436.835,,,9.0,1.962,-0.421,,,
1288972437.057,,,9.0,1.959,-0.421,,,
1288972437.142,0.0,0.0,,,,,,
1288972437.143,,,,,,1.0090507,-3.902212,-2.12328898
1288972436.168,,,9.0,1.961,-0.421,,,
1288972436.391,,,9.0,1.96,-0.421,,,
1288972436.613,,,9.0,1.961,-0.421,,,
1288972436.835,,,9.0,1.962,-0.421,,,
1288972437.057,,,9.0,1.959,-0.421,,,
1288972437.279,,,9.0,1.96,-0.421,,,
1288972437.382,0.0,0.0,,,,,,
1288972437.383,,,,,,1.0090536,-3.9021554,-2.12338898
1288972437.5,,,9.0,1.961,-0.421,,,
1288972437.502,0.0,0.0,,,,,,
1288972437.503,,,,,,1.0090369,-3.9021892,-2.12338898
1288972437.5,,,9.0,1.961,-0.421,,,
1288972437.726,,,9.0,1.961,-0.421,,,
1288972437.742,0.0,0.0,,,,,,
1288972437.743,,,,,,1.0090524,-3.9021366,-2.12338898
1288972437.5,,,9.0,1.961,-0.421,,,
1288972437.726,,,9.0,1.961,-0.421,,,
1288972437.948,,,9.0,1.961,-0.421,,,
1288972437.982,0.0,0.0,,,,,,
1288972437.983,,,,,,1.0090103,-3.902131,-2.12328898
1288972437.5,,,9.0,1.961,-0.421,,,
1288972437.726,,,9.0,1.961,-0.421,,,
1288972437.948,,,9.0,1.961,-0.421,,,
1288972438.17,,,9.0,1.96,-0.421,,,
1288972438.222,0.0,0.0,,,,,,
1288972438.2229998,,,,,,1.0091298,-3.9021286,-2.12348898
1288972437.5,,,9.0,1.961,-0.421,,,
1288972437.726,,,9.0,1.961,-0.421,,,
1288972437.948,,,9.0,1.961,-0.421,,,
1288972438.17,,,9.0,1.96,-0.421,,,
1288972438.42,,,9.0,1.958,-0.419,,,
1288972438.461,0.0,0.0,,,,,,
1288972438.462,,,,,,1.009001,-3.9021242,-2.12328898
1288972437.5,,,9.0,1.961,-0.421,,,
1288972437.726,,,9.0,1.961,-0.421,,,
1288972437.948,,,9.0,1.961,-0.421,,,
1288972438.17,,,9.0,1.96,-0.421,,,
1288972438.42,,,9.0,1.958,-0.419,,,
1288972438.641,,,9.0,1.973,-0.408,,,
1288972438.702,0.0,0.0,,,,,,
1288972438.7029998,,,,,,1.0090384,-3.9021258,-2.12328898
1288972437.5,,,9.0,1.961,-0.421,,,
1288972437.726,,,9.0,1.961,-0.421,,,
1288972437.948,,,9.0,1.961,-0.421,,,
1288972438.17,,,9.0,1.96,-0.421,,,
1288972438.42,,,9.0,1.958,-0.419,,,
1288972438.641,,,9.0,1.973,-0.408,,,
1288972440.447,,,9.0,1.96,-0.421,,,
1288972440.534,0.0,0.0,,,,,,
1288972440.5349998,,,,,,1.0090311,-3.9021116,-2.12338898
1288972437.5,,,9.0,1.961,-0.421,,,
1288972437.726,,,9.0,1.961,-0.421,,,
1288972437.948,,,9.0,1.961,-0.421,,,
1288972438.17,,,9.0,1.96,-0.421,,,
1288972438.42,,,9.0,1.958,-0.419,,,
1288972438.641,,,9.0,1.973,-0.408,,,
1288972440.447,,,9.0,1.96,-0.421,,,
1288972440.678,,,9.0,1.961,-0.422,,,
1288972440.774,0.0,0.0,,,,,,
1288972440.7749999,,,,,,1.0090412,-3.9021134,-2.12328898
1288972440.904,,,9.0,1.962,-0.421,,,
1288972440.91,0.0,0.0,,,,,,
1288972440.911,,,,,,1.009027,-3.902151,-2.12348898
1288972440.904,,,9.0,1.962,-0.421,,,
1288972441.132,,,9.0,1.96,-0.421,,,
1288972441.15,0.0,0.0,,,,,,
1288972441.151,,,,,,1.0090405,-3.9021576,-2.12328898
1288972440.904,,,9.0,1.962,-0.421,,,
1288972441.132,,,9.0,1.96,-0.421,,,
1288972441.362,,,9.0,1.961,-0.421,,,
1288972441.39,0.0,0.0,,,,,,
1288972441.391,,,,,,1.00901,-3.9022013,-2.12338898
1288972440.904,,,9.0,1.962,-0.421,,,
1288972441.132,,,9.0,1.96,-0.421,,,
1288972441.362,,,9.0,1.961,-0.421,,,
1288972441.59,,,9.0,1.96,-0.421,,,
1288972441.646,0.0,0.0,,,,,,
1288972441.6469998,,,,,,1.0090252,-3.9021783,-2.12338898
1288972440.904,,,9.0,1.962,-0.421,,,
1288972441.132,,,9.0,1.96,-0.421,,,
1288972441.362,,,9.0,1.961,-0.421,,,
1288972441.59,,,9.0,1.96,-0.421,,,
1288972441.827,,,9.0,1.96,-0.421,,,
1288972441.885,0.0,0.0,,,,,,
1288972441.886,,,,,,1.0090767,-3.9021758,-2.12338898
1288972440.904,,,9.0,1.962,-0.421,,,
1288972441.132,,,9.0,1.96,-0.421,,,
1288972441.362,,,9.0,1.961,-0.421,,,
1288972441.59,,,9.0,1.96,-0.421,,,
1288972441.827,,,9.0,1.96,-0.421,,,
1288972442.005,0.165,0.902,,,,,,
1288972442.006,,,,,,1.0090264,-3.9021429,-2.12338898
1288972442.052,,,9.0,1.96,-0.421,,,
1288972442.141,0.165,0.902,,,,,,
1288972442.142,,,,,,1.0064249,-3.9056325,-2.08438898
1288972442.052,,,9.0,1.96,-0.421,,,
1288972442.274,,,9.0,1.896,-0.488,,,
1288972442.381,0.165,0.902,,,,,,
1288972442.382,,,,,,0.9938454,-3.931977,-1.94058898
1288972442.052,,,9.0,1.96,-0.421,,,
1288972442.274,,,9.0,1.896,-0.488,,,
1288972443.117,0.142,0.0,,,,,,
1288972443.118,,,,,,0.977326,-4.0267646,-1.50170367
1288972443.173,,,6.0,1.702,0.461,,,
1288972443.237,0.142,0.0,,,,,,
1288972443.238,,,,,,0.979038,-4.0437882,-1.47380367
1288972443.173,,,6.0,1.702,0.461,,,
1288972443.396,,,6.0,1.701,0.42,,,
1288972443.494,0.142,0.0,,,,,,
1288972443.495,,,,,,0.9827234,-4.0836339,-1.47810367
1288972443.173,,,6.0,1.702,0.461,,,
1288972443.396,,,6.0,1.701,0.42,,,
1288972443.734,0.0,0.0,,,,,,
1288972443.735,,,,,,0.9859256,-4.1190033,-1.48050367
1288972443.173,,,6.0,1.702,0.461,,,
1288972443.396,,,6.0,1.701,0.42,,,
1288972444.538,,,6.0,1.637,0.463,,,
1288972444.574,0.0,0.0,,,,,,
1288972444.5749998,,,,,,0.9874788,-4.1274079,-1.48220367
1288972443.173,,,6.0,1.702,0.461,,,
1288972443.396,,,6.0,1.701,0.42,,,
1288972444.538,,,6.0,1.637,0.463,,,
1288972445.886,,,6.0,1.632,0.433,,,
1288972445.898,0.0,0.0,,,,,,
1288972445.899,,,,,,0.9873353,-4.1273045,-1.48010367
1288972443.173,,,6.0,1.702,0.461,,,
1288972443.396,,,6.0,1.701,0.42,,,
1288972444.538,,,6.0,1.637,0.463,,,
1288972445.886,,,6.0,1.632,0.433,,,
1288972446.11,,,6.0,1.633,0.434,,,
1288972446.138,0.0,0.0,,,,,,
1288972446.139,,,,,,0.9872943,-4.1273501,-1.48000367
1288972443.173,,,6.0,1.702,0.461,,,
1288972443.396,,,6.0,1.701,0.42,,,
1288972444.538,,,6.0,1.637,0.463,,,
1288972445.886,,,6.0,1.632,0.433,,,
1288972446.11,,,6.0,1.633,0.434,,,
1288972446.334,,,6.0,1.633,0.434,,,
1288972446.378,0.0,0.0,,,,,,
1288972446.379,,,,,,0.9875145,-4.127234,-1.48140367
1288972443.173,,,6.0,1.702,0.461,,,
1288972443.396,,,6.0,1.701,0.42,,,
1288972444.538,,,6.0,1.637,0.463,,,
1288972445.886,,,6.0,1.632,0.433,,,
1288972446.11,,,6.0,1.633,0.434,,,
1288972446.334,,,6.0,1.633,0.434,,,
1288972446.557,,,6.0,1.633,0.434,,,
1288972446.618,0.0,0.0,,,,,,
1288972446.619,,,,,,0.9874463,-4.1273184,-1.48060367
1288972443.173,,,6.0,1.702,0.461,,,
1288972443.396,,,6.0,1.701,0.42,,,
1288972444.538,,,6.0,1.637,0.463,,,
1288972445.886,,,6.0,1.632,0.433,,,
1288972446.11,,,6.0,1.633,0.434,,,
1288972446.334,,,6.0,1.633,0.434,,,
1288972446.557,,,6.0,1.633,0.434,,,
1288972446.782,,,6.0,1.633,0.434,,,
1288972446.858,0.0,0.0,,,,,,
1288972446.859,,,,,,0.9874364,-4.1272205,-1.48080367
1288972443.173,,,6.0,1.702,0.461,,,
1288972443.396,,,6.0,1.701,0.42,,,
1288972444.538,,,6.0,1.637,0.463,,,
1288972445.886,,,6.0,1.632,0.433,,,
1288972446.11,,,6.0,1.633,0.434,,,
1288972446.334,,,6.0,1.633,0.434,,,
1288972446.557,,,6.0,1.633,0.434,,,
1288972446.782,,,6.0,1.633,0.434,,,
1288972447.005,,,6.0,1.631,0.434,,,
1288972447.098,0.0,0.0,,,,,,
1288972447.099,,,,,,0.9878234,-4.1256238,-1.48040367
1288972443.173,,,6.0,1.702,0.461,,,
1288972443.396,,,6.0,1.701,0.42,,,
1288972444.538,,,6.0,1.637,0.463,,,
1288972445.886,,,6.0,1.632,0.433,,,
1288972446.11,,,6.0,1.633,0.434,,,
1288972446.334,,,6.0,1.633,0.434,,,
1288972446.557,,,6.0,1.633,0.434,,,
1288972446.782,,,6.0,1.633,0.434,,,
1288972447.005,,,6.0,1.631,0.434,,,
1288972447.229,,,6.0,1.633,0.434,,,
1288972447.338,0.0,0.0,,,,,,
1288972447.339,,,,,,0.9878359,-4.1256986,-1.48070367
1288972447.452,,,6.0,1.632,0.434,,,
1288972447.461,0.0,0.0,,,,,,
1288972447.462,,,,,,0.9877122,-4.1261277,-1.48060367
1288972447.452,,,6.0,1.632,0.434,,,
1288972447.578,0.165,0.902,,,,,,
1288972447.579,,,,,,0.987751,-4.1259259,-1.48070367
1288972447.677,,,6.0,1.633,0.434,,,
1288972447.698,0.165,0.902,,,,,,
1288972447.699,,,,,,0.9881139,-4.1295038,-1.46180367
1288972447.677,,,6.0,1.633,0.434,,,
1288972448.103,,,6.0,1.701,0.197,,,
1288972448.178,0.165,0.902,,,,,,
1288972448.179,,,,,,0.9999073,-4.1879692,-1.15300367
1288972447.677,,,6.0,1.633,0.434,,,
1288972448.103,,,6.0,1.701,0.197,,,
1288972448.316,,,6.0,1.696,0.085,,,
1288972448.418,0.165,0.902,,,,,,
1288972448.419,,,,,,1.0137249,-4.2171684,-1.01340367
1288972447.677,,,6.0,1.633,0.434,,,
1288972448.103,,,6.0,1.701,0.197,,,
1288972448.316,,,6.0,1.696,0.085,,,
1288972448.557,,,6.0,1.668,-0.03,,,
1288972448.661,0.165,0.902,,,,,,
1288972448.662,,,,,,1.0331483,-4.2437412,-0.88350367
1288972448.772,,,6.0,1.618,-0.15,,,
1288972448.782,0.165,0.902,,,,,,
1288972448.783,,,,,,1.0441477,-4.2548354,-0.82390367
1288972448.772,,,6.0,1.618,-0.15,,,
1288972451.365,,,11.0,3.665,-0.137,,,
1288972451.422,0.165,0.902,,,,,,
1288972451.4229999,,,,,,1.3591914,-4.2793809,0.74599633
1288972448.772,,,6.0,1.618,-0.15,,,
1288972451.365,,,11.0,3.665,-0.137,,,
1288972451.58,,,7.0,1.725,0.488,,,
1288972451.665,0.165,0.902,,,,,,
1288972451.666,,,,,,1.3824708,-4.2549571,0.89789633
1288972448.772,,,6.0,1.618,-0.15,,,
1288972451.365,,,11.0,3.665,-0.137,,,
1288972451.58,,,7.0,1.725,0.488,,,
1288972451.796,,,7.0,1.788,0.374,,,
1288972451.906,0.165,0.902,,,,,,
1288972451.9069998,,,,,,1.4005374,-4.2299535,1.02179633
1288972448.772,,,6.0,1.618,-0.15,,,
1288972451.365,,,11.0,3.665,-0.137,,,
1288972451.58,,,7.0,1.725,0.488,,,
1288972451.796,,,7.0,1.788,0.374,,,
1288972452.146,0.142,0.0,,,,,,
1288972452.1469998,,,,,,1.4161096,-4.1991685,1.15899633
1288972448.772,,,6.0,1.618,-0.15,,,
1288972451.365,,,11.0,3.665,-0.137,,,
1288972451.58,,,7.0,1.725,0.488,,,
1288972451.796,,,7.0,1.788,0.374,,,
1288972452.445,,,7.0,1.799,0.158,,,
1288972452.506,0.142,0.0,,,,,,
1288972452.507,,,,,,1.4361437,-4.1490916,1.18749633
1288972448.772,,,6.0,1.618,-0.15,,,
1288972451.365,,,11.0,3.665,-0.137,,,
1288972451.58,,,7.0,1.725,0.488,,,
1288972451.796,,,7.0,1.788,0.374,,,
1288972452.445,,,7.0,1.799,0.158,,,
1288972452.667,,,7.0,1.779,0.159,,,
1288972452.746,0.142,0.0,,,,,,
1288972452.747,,,,,,1.4491656,-4.1158818,1.18839633
1288972448.772,,,6.0,1.618,-0.15,,,
1288972451.365,,,11.0,3.665,-0.137,,,
1288972451.58,,,7.0,1.725,0.488,,,
1288972451.796,,,7.0,1.788,0.374,,,
1288972452.445,,,7.0,1.799,0.158,,,
1288972452.667,,,7.0,1.779,0.159,,,
1288972452.891,,,7.0,1.732,0.165,,,
1288972452.891,,,5.0,3.0,-0.19,,,
1288972452.986,0.142,0.0,,,,,,
1288972452.987,,,,,,1.4634578,-4.0801358,1.18579633
1288972448.772,,,6.0,1.618,-0.15,,,
1288972451.365,,,11.0,3.665,-0.137,,,
1288972451.58,,,7.0,1.725,0.488,,,
1288972451.796,,,7.0,1.788,0.374,,,
1288972452.445,,,7.0,1.799,0.158,,,
1288972452.667,,,7.0,1.779,0.159,,,
1288972452.891,,,7.0,1.732,0.165,,,
1288972452.891,,,5.0,3.0,-0.19,,,
1288972453.111,,,5.0,2.951,-0.19,,,
1288972453.111,,,7.0,1.705,0.172,,,
1288972453.226,0.142,0.0,,,,,,
1288972453.227,,,,,,1.4768033,-4.0469954,1.18629633
1288972453.332,,,5.0,2.921,-0.191,,,
1288972453.332,,,7.0,1.672,0.174,,,
1288972453.346,0.142,0.0,,,,,,
1288972453.347,,,,,,1.482371,-4.0327426,1.18539633
1288972453.332,,,5.0,2.921,-0.191,,,
1288972453.332,,,7.0,1.672,0.174,,,
1288972453.552,,,5.0,2.814,-0.191,,,
1288972453.552,,,7.0,1.635,0.179,,,
1288972453.586,0.142,0.0,,,,,,
1288972453.587,,,,,,1.4973198,-3.9963141,1.18579633
1288972453.332,,,5.0,2.921,-0.191,,,
1288972453.332,,,7.0,1.672,0.174,,,
1288972453.552,,,5.0,2.814,-0.191,,,
1288972453.552,,,7.0,1.635,0.179,,,
1288972453.775,,,7.0,1.606,0.183,,,
1288972453.775,,,5.0,2.757,-0.193,,,
1288972453.826,0.142,0.0,,,,,,
1288972453.827,,,,,,1.5099529,-3.9640635,1.18389633
1288972453.332,,,5.0,2.921,-0.191,,,
1288972453.332,,,7.0,1.672,0.174,,,
1288972453.552,,,5.0,2.814,-0.191,,,
1288972453.552,,,7.0,1.635,0.179,,,
1288972453.775,,,7.0,1.606,0.183,,,
1288972453.775,,,5.0,2.757,-0.193,,,
1288972453.946,0.165,-1.003,,,,,,
1288972453.947,,,,,,1.5167203,-3.9463923,1.18549633
1288972453.992,,,5.0,2.679,-0.193,,,
1288972453.992,,,7.0,1.56,0.19,,,
1288972454.065,0.165,-1.003,,,,,,
1288972454.066,,,,,,1.5245497,-3.9279645,1.14829633
1288972453.992,,,5.0,2.679,-0.193,,,
1288972453.992,,,7.0,1.56,0.19,,,
1288972454.546,0.142,0.0,,,,,,
1288972454.547,,,,,,1.5562919,-3.8750773,0.86629633
1288972454.634,,,4.0,3.109,0.234,,,
1288972454.634,,,7.0,1.313,0.539,,,
1288972454.669,0.142,0.0,,,,,,
1288972454.6699998,,,,,,1.5693151,-3.8604612,0.83069633
1288972454.634,,,4.0,3.109,0.234,,,
1288972454.634,,,7.0,1.313,0.539,,,
1288972454.859,,,13.0,4.259,0.359,,,
1288972454.859,,,5.0,2.48,0.165,,,
1288972454.906,0.142,0.0,,,,,,
1288972454.9069998,,,,,,1.5925725,-3.8348358,0.83379633
1288972454.634,,,4.0,3.109,0.234,,,
1288972454.634,,,7.0,1.313,0.539,,,
1288972454.859,,,13.0,4.259,0.359,,,
1288972454.859,,,5.0,2.48,0.165,,,
1288972455.081,,,12.0,5.192,0.125,,,
1288972455.081,,,13.0,4.205,0.373,,,
1288972455.146,0.142,0.0,,,,,,
1288972455.1469998,,,,,,1.6168857,-3.808251,0.83129633
1288972454.634,,,4.0,3.109,0.234,,,
1288972454.634,,,7.0,1.313,0.539,,,
1288972454.859,,,13.0,4.259,0.359,,,
1288972454.859,,,5.0,2.48,0.165,,,
1288972455.081,,,12.0,5.192,0.125,,,
1288972455.081,,,13.0,4.205,0.373,,,
1288972455.524,,,5.0,2.27,0.181,,,
1288972455.524,,,13.0,4.144,0.373,,,
1288972455.63,0.142,0.0,,,,,,
1288972455.631,,,,,,1.6666225,-3.7531616,0.83129633
1288972455.747,,,2.0,5.521,0.392,,,
1288972455.747,,,5.0,2.221,0.184,,,
1288972455.75,0.142,0.0,,,,,,
1288972455.751,,,,,,1.6794705,-3.7392507,0.82779633
1288972455.747,,,2.0,5.521,0.392,,,
1288972455.747,,,5.0,2.221,0.184,,,
1288972455.969,,,2.0,5.521,0.394,,,
1288972455.99,0.142,0.0,,,,,,
1288972455.991,,,,,,1.7041267,-3.7125849,0.83079633
1288972455.747,,,2.0,5.521,0.392,,,
1288972455.747,,,5.0,2.221,0.184,,,
1288972455.969,,,2.0,5.521,0.394,,,
1288972456.191,,,12.0,4.772,0.141,,,
1288972456.192,,,5.0,2.063,0.195,,,
1288972456.23,0.142,0.0,,,,,,
1288972456.231,,,,,,1.7283475,-3.6853984,0.83059633
1288972455.747,,,2.0,5.521,0.392,,,
1288972455.747,,,5.0,2.221,0.184,,,
1288972455.969,,,2.0,5.521,0.394,,,
1288972456.191,,,12.0,4.772,0.141,,,
1288972456.192,,,5.0,2.063,0.195,,,
1288972456.415,,,5.0,1.998,0.199,,,
1288972456.469,0.142,0.0,,,,,,
1288972456.47,,,,,,1.7529108,-3.658678,0.83259633
1288972455.747,,,2.0,5.521,0.392,,,
1288972455.747,,,5.0,2.221,0.184,,,
1288972455.969,,,2.0,5.521,0.394,,,
1288972456.191,,,12.0,4.772,0.141,,,
1288972456.192,,,5.0,2.063,0.195,,,
1288972456.415,,,5.0,1.998,0.199,,,
1288972456.638,,,12.0,4.772,0.124,,,
1288972456.638,,,13.0,3.943,0.392,,,
1288972456.71,0.142,0.0,,,,,,
1288972456.711,,,,,,1.7770195,-3.6326016,0.83119633
1288972455.747,,,2.0,5.521,0.392,,,
1288972455.747,,,5.0,2.221,0.184,,,
1288972455.969,,,2.0,5.521,0.394,,,
1288972456.191,,,12.0,4.772,0.141,,,
1288972456.192,,,5.0,2.063,0.195,,,
1288972456.415,,,5.0,1.998,0.199,,,
1288972456.638,,,12.0,4.772,0.124,,,
1288972456.638,,,13.0,3.943,0.392,,,
1288972456.862,,,4.0,2.997,0.194,,,
1288972456.95,0.142,0.0,,,,,,
1288972456.951,,,,,,1.8013761,-3.6058275,0.82969633
1288972455.747,,,2.0,5.521,0.392,,,
1288972455.747,,,5.0,2.221,0.184,,,
1288972455.969,,,2.0,5.521,0.394,,,
1288972456.191,,,12.0,4.772,0.141,,,
1288972456.192,,,5.0,2.063,0.195,,,
1288972456.415,,,5.0,1.998,0.199,,,
1288972456.638,,,12.0,4.772,0.124,,,
1288972456.638,,,13.0,3.943,0.392,,,
1288972456.862,,,4.0,2.997,0.194,,,
1288972457.085,,,13.0,3.863,0.392,,,
1288972457.085,,,12.0,4.693,0.128,,,
1288972457.19,0.142,0.0,,,,,,
1288972457.191,,,,,,1.8272196,-3.5781532,0.82789633
1288972455.747,,,2.0,5.521,0.392,,,
1288972455.747,,,5.0,2.221,0.184,,,
1288972455.969,,,2.0,5.521,0.394,,,
1288972456.191,,,12.0,4.772,0.141,,,
1288972456.192,,,5.0,2.063,0.195,,,
1288972456.415,,,5.0,1.998,0.199,,,
1288972456.638,,,12.0,4.772,0.124,,,
1288972456.638,,,13.0,3.943,0.392,,,
1288972456.862,,,4.0,2.997,0.194,,,
1288972457.085,,,13.0,3.863,0.392,,,
1288972457.085,,,12.0,4.693,0.128,,,
1288972457.43,0.165,-1.003,,,,,,
1288972457.431,,,,,,1.8518946,-3.5511534,0.82929633
1288972457.521,,,5.0,1.66,0.245,,,
1288972457.55,0.165,-1.003,,,,,,
1288972457.5509999,,,,,,1.8636257,-3.5395793,0.79639633
1288972457.521,,,5.0,1.66,0.245,,,
1288972457.737,,,11.0,2.729,-0.304,,,
1288972457.79,0.165,-1.003,,,,,,
1288972457.791,,,,,,1.8881213,-3.5172643,0.65069633
1288972457.521,,,5.0,1.66,0.245,,,
1288972457.737,,,11.0,2.729,-0.304,,,
1288972457.952,,,11.0,2.769,-0.187,,,
1288972458.03,0.165,-1.003,,,,,,
1288972458.031,,,,,,1.9132846,-3.5023924,0.52209633
1288972457.521,,,5.0,1.66,0.245,,,
1288972457.737,,,11.0,2.729,-0.304,,,
1288972457.952,,,11.0,2.769,-0.187,,,
1288972458.166,,,11.0,2.808,-0.067,,,
1288972458.273,0.165,-1.003,,,,,,
1288972458.274,,,,,,1.9413475,-3.4870248,0.37499633
1288972458.38,,,11.0,2.771,0.113,,,
1288972458.39,0.165,-1.003,,,,,,
1288972458.391,,,,,,1.9564277,-3.4828607,0.30979633
1288972458.38,,,11.0,2.771,0.113,,,
1288972458.618,,,11.0,2.71,0.23,,,
1288972458.634,0.165,-1.003,,,,,,
1288972458.635,,,,,,1.9866994,-3.4737847,0.16339633
1288972458.38,,,11.0,2.771,0.113,,,
1288972458.618,,,11.0,2.71,0.23,,,
1288972458.833,,,11.0,2.584,0.352,,,
1288972458.873,0.165,-1.003,,,,,,
1288972458.8739998,,,,,,2.0181537,-3.4717564,0.02759633
1288972458.38,,,11.0,2.771,0.113,,,
1288972458.618,,,11.0,2.71,0.23,,,
1288972458.833,,,11.0,2.584,0.352,,,
1288972459.048,,,11.0,2.448,0.474,,,
1288972459.114,0.165,-1.003,,,,,,
1288972459.115,,,,,,2.0497929,-3.4708702,-0.12570367
1288972458.38,,,11.0,2.771,0.113,,,
1288972458.618,,,11.0,2.71,0.23,,,
1288972458.833,,,11.0,2.584,0.352,,,
1288972459.048,,,11.0,2.448,0.474,,,
1288972459.234,0.142,0.0,,,,,,
1288972459.235,,,,,,2.0652436,-3.4735555,-0.19630367
1288972459.263,,,8.0,2.64,-0.406,,,
1288972459.354,0.142,0.0,,,,,,
1288972459.355,,,,,,2.0826685,-3.4775063,-0.22450367
1288972459.263,,,8.0,2.64,-0.406,,,
1288972459.486,,,8.0,2.636,-0.369,,,
1288972459.594,0.142,0.0,,,,,,
1288972459.595,,,,,,2.1178514,-3.486325,-0.22280367
1288972459.709,,,8.0,2.615,-0.37,,,
1288972459.714,0.142,0.0,,,,,,
1288972459.715,,,,,,2.1355674,-3.4906547,-0.22310367
1288972459.709,,,8.0,2.615,-0.37,,,
1288972459.933,,,8.0,2.572,-0.375,,,
1288972459.954,0.142,0.0,,,,,,
1288972459.955,,,,,,2.1711968,-3.4991371,-0.22240367
1288972459.709,,,8.0,2.615,-0.37,,,
1288972459.933,,,8.0,2.572,-0.375,,,
1288972460.158,,,8.0,2.545,-0.378,,,
1288972460.194,0.142,0.0,,,,,,
1288972460.195,,,,,,2.2064665,-3.5080385,-0.22100367
1288972459.709,,,8.0,2.615,-0.37,,,
1288972459.933,,,8.0,2.572,-0.375,,,
1288972460.158,,,8.0,2.545,-0.378,,,
1288972460.38,,,8.0,2.511,-0.385,,,
1288972460.434,0.142,0.0,,,,,,
1288972460.435,,,,,,2.2423084,-3.5167354,-0.22120367
1288972459.709,,,8.0,2.615,-0.37,,,
1288972459.933,,,8.0,2.572,-0.375,,,
1288972460.158,,,8.0,2.545,-0.378,,,
1288972460.38,,,8.0,2.511,-0.385,,,
1288972460.602,,,8.0,2.464,-0.388,,,
1288972460.673,0.142,0.0,,,,,,
1288972460.674,,,,,,2.2767073,-3.5254285,-0.21960367
1288972459.709,,,8.0,2.615,-0.37,,,
1288972459.933,,,8.0,2.572,-0.375,,,
1288972460.158,,,8.0,2.545,-0.378,,,
1288972460.38,,,8.0,2.511,-0.385,,,
1288972460.602,,,8.0,2.464,-0.388,,,
1288972460.825,,,8.0,2.44,-0.394,,,
1288972460.914,0.142,0.0,,,,,,
1288972460.915,,,,,,2.3129874,-3.5336667,-0.22250367
1288972459.709,,,8.0,2.615,-0.37,,,
1288972459.933,,,8.0,2.572,-0.375,,,
1288972460.158,,,8.0,2.545,-0.378,,,
1288972460.38,,,8.0,2.511,-0.385,,,
1288972460.602,,,8.0,2.464,-0.388,,,
1288972460.825,,,8.0,2.44,-0.394,,,
1288972461.034,0.165,0.902,,,,,,
1288972461.0349998,,,,,,2.3299715,-3.538386,-0.21870367
